subject,topic,question,A,B,C,D,answer,explanation
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đặc điểm của tế bào vi mô là:,"Tham gia vào quá trình trao đổi chất, cung cấp một số chất dinh dưỡng",Tổng hợp myelin trong hệ thần kinh trung ương,Tổng hợp myelin trong hệ thần kinh ngoại biên,Xuất hiện nhiều sau chấn thương thần kinh,D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Tế bào vi mô (microglial cell): xuất hiện nhiều sau chấn thương thần kinh, có chức năng tìm kiếm để loại bỏ các mảnh vỡ của tế bào thần kinh.. Vì vậy đáp án D (Xuất hiện nhiều sau chấn thương thần kinh) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các loại receptor xúc giác, NGOẠI TRỪ:",Tiểu thể Meissner ở đỉnh các gai da,Đĩa Merkel nhóm lại thành thể Iggo ở dưới lớp biểu bì da,Đuôi dây thần kinh tự do,Tiểu thể Pacini,C,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Tế bào thứ nhất: đuôi gai phân nhánh trong các chồi vị giác, trực tiếp nhận các xung động từ các tế bào vị giác, tập trung lại thành các nhánh dây thần kinh.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Đuôi dây thần kinh tự do) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền trên sợi trục có myelin, NGOẠI TRỪ:",Dẫn truyền nhanh hơn so với sợi không có bao myelin,Tiết kiệm năng lượng tiêu hao so với sợi không có bao myelin,"Mở tất cả các kênh ion trên sợi trục, cho ion dương đi vào trong tế bào, khởi phát điện thế hoạt động","Đường kính sợi trục càng lớn, tốc độ dẫn truyền càng nhanh",C,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Sợi trục (axon): là tua bào tương dài, vị trí chuyển tiếp từ thân tế bào thần kinh thành sợi trục gọi là ""gò sợi trục"", đây là nơi điện thế hoạt động được tạo thành để bắt đầu dẫn truyền tín hiệu trên suốt chiều dài sợi.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Mở tất cả các kênh ion trên sợi trục, cho ion dương đi vào trong tế bào, khởi phát điện thế hoạt động) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Dây thần kinh số X xuất phát từ hành não đến chi phối các cơ quan, NGOẠI TRỪ:",Tuyến mang tai,"Các tạng trong ngực: tim, phổi, thực quản",Dạ dày,"Ruột non, gan, túi mật",A,"Theo book_17_SinhLyTKVanDong_raw.docx, Xuất phát: Hành não: dây IX; Nơi chi phối: Tuyến mang tai. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Tuyến mang tai) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Thí nghiệm của Pavlov: Cho chó ăn (A) chó có phản xạ chảy nước bọt (B). Nếu trước khi cho chó ăn ta lắc chuông và làm nhiều lần như thế thì về sau chỉ cần tiếng chuông (C) cũng làm con chó có phản ứng chảy nước bọt (D).,(A): kích thích có điều kiện,(B): phản xạ không điều kiện,(C): kích thích không điều kiện,(D): phản xạ không điều kiện,B,"Theo book_19_SinhLyTKCaoCap_raw.docx, (B): phản xạ không điều kiện.. Vì vậy đáp án B ((B): phản xạ không điều kiện) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Thụ thể nằm trên tế bào hậu hạch trong synap với sợi tiền hạch giao cảm và phó giao cảm:,Nicotinic 1,Alpha và beta,Muscarinic,Nicotinic 2,A,"Theo DeCuong2025_SinhLyThanKinh.docx, + Thụ thể nicotinic (N): N, nằm trên tế bào hậu hạch trong synap với sợi tiền hạch giao cảm và phó giao cảm.. Vì vậy đáp án A (Nicotinic 1) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm cảm giác đau, NGOẠI TRỪ:",Thụ thể cảm giác đau là đầu dây tự do của dây thần kinh,Phân bố thụ thể ở lớp nông của da,Loại sợi Aδ có myelin dẫn truyền nhanh cảm giác đau mạn,Vỏ não đánh giá đau về chất,C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Loại sợi Aδ có myelin: dẫn truyền nhanh cảm giác đau cấp.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Loại sợi Aδ có myelin dẫn truyền nhanh cảm giác đau mạn) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các đặc trưng của phản xạ không điều kiện, NGOẠI TRỪ:",Phụ thuộc vào tính chất của kích thích và bộ phận nhận cảm,"Có tính chất vĩnh viễn, suốt đời",Không di truyền,Có tính chất bẩm sinh,C,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ không điều kiện: Có tính chất di truyền; Phản xạ có điều kiện: Không di truyền.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Không di truyền) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sự chi phối của thần kinh giao cảm tới vùng chi dưới xuất phát từ:,D12 - L2,D2,D3-D6,D7-D11,A,"Theo book_17_SinhLyTKVanDong_raw.docx, Xuất phát: D12-L2; Nơi chi phối: Chi dưới. Vì vậy đáp án A (D12 - L2) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đường liên lạc tạm thời được hình thành nhờ:,Di truyền,Bẩm sinh,Ở tủy sống,Ở vỏ não,D,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ không điều kiện: Trung tâm phản xạ ở vùng dưới vỏ. Ví dụ: trung tâm phản xạ gót chân, phản xạ da bìu ở tủy sống.; Phản xạ có điều kiện: Trung tâm phản xạ ở vỏ não (nơi hình thành đường liên lạc tạm thời).. Vì vậy đáp án D (Ở vỏ não) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền trên sợi trục không có myelin, NGOẠI TRỪ:",Điện thế hoạt động lan truyền theo kiểu “nhảy cách” qua các eo Ranvier,Tiêu hao nhiều năng lượng hơn so với sợi trục có myelin,Tốc độ dẫn truyền chậm hơn so với sợi trục có myelin,"Tham gia dẫn truyền cảm giác đau “chậm”, xúc giác thô sơ",A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Dẫn truyền trên sợi có myelin: điện thế hoạt động lan truyền theo kiểu ""nhảy cách"" qua các eo Ranvier. Do đó kiểu dẫn truyền này có tốc độ nhanh hơn dẫn truyền trên sợi không có myelin và tiết kiệm năng lượng cho nơron.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Điện thế hoạt động lan truyền theo kiểu “nhảy cách” qua các eo Ranvier) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi bài tiết noradrenalin:,Sợi hậu hạch giao cảm,Sợi hậu hạch phó giao cảm,Sợi tiền hạch giao cảm,Sợi tiền hạch phó giao cảm,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Noradrenalin: bài tiết bởi các nơron nằm trong não, vùng hạ đồi và sợi hậu hạch giao cảm. Tác dụng kích thích hoặc ức chế.. Vì vậy đáp án A (Sợi hậu hạch giao cảm) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi B có chức năng:,Sợi tiền hạch giao cảm,Sợi truyền xúc giác (da),Sợi vận động ở suốt cơ,Sợi truyền cảm giác nhiệt và đau “nhanh”,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Loại sợi: B; Chức năng: Sợi tiền hạch giao cảm; Đường kính (um): 3; Tốc độ dẫn truyền (m/s): 3-15. Vì vậy đáp án A (Sợi tiền hạch giao cảm) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Thân noron tiền hạch của hệ thần kinh phó giao cảm nằm ở vị trí, NGOẠI TRỪ:",Vỏ não,Trung não,Cầu não,Sừng bên chất xám tủy sống S2-S4,A,"Theo DeCuong2025_SinhLyThanKinh.docx, Vỏ não có vai trò trong việc đánh giá đau nhất là về chất. Vị trí của cảm giác đau cấp được xác định chính xác hơn cảm giác đau mạn.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Vỏ não) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Tham gia vào quá trình trao đổi chất, cung cấp một số chất dinh dưỡng là đặc điểm của tế bào thần kinh đệm nào:",Tế bào hình sao,Tế bào ít nhánh,Tế bào Schwann,Tế bào vi mô,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Tế bào hình sao (astrocytes): tham gia vào quá trình trao đổi chất, cung cấp một số chất dinh dưỡng, tổng hợp các chất truyền đạt thần kinh; giúp điều chỉnh lượng máu lưu thông trong não, duy trì nồng độ kali ngoại bào.. Vì vậy đáp án A (Tế bào hình sao) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Khi tiêm Adrenalin, sẽ gây biểu hiện:",Tăng nhịp tim,Co đồng tử,Giãn mạch,Giảm huyết áp,A,"Theo book_17_SinhLyTKVanDong_raw.docx, Cơ quan đáp ứng: Tim:; - Nút xoang; - Tâm nhĩ; ; - Nút nhĩ-thất; ; - Hệ thống dẫn truyền; ; - Tâm thất; Xung động adrenergic: β1; β1; ; β1; ; β1; ; ; β1; Xung động adrenergic: - Tăng tần số tim.... Vì vậy đáp án A (Tăng nhịp tim) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các sợi phó giao cảm có đặc điểm sau, NGOẠI TRỪ:","Các sợi phó giao cảm rời khỏi hệ thần kinh trung ương qua các dây thần kinh sọ III, VII, IX, X",Khoảng 75% số sợi phó giao cảm nằm trong dây IX,"Các sợi trong dây III tới chi phối cho các cơ đồng tử, cơ thể mi","Các sợi trong tủy cùng tới chi phối cho đại tràng xuống, trực tràng",B,"Theo book_17_SinhLyTKVanDong_raw.docx, Đường dẫn truyền: đường dẫn truyền từ trung tâm đến mô có hai nơron: nơron tiền hạch và nơron hậu hạch. Đặc biệt các sợi phó giao cảm xuất phát từ cuống não, hành não sẽ đi theo dây thần kinh III, VII, IX, X..... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Khoảng 75% số sợi phó giao cảm nằm trong dây IX) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các loại thụ thể xúc giác, NGOẠI TRỪ:",Hạch thần kinh cảm giác,Đầu dây thần kinh tự do,Tiểu thể Meissner ở đỉnh các gai da,Đĩa Merkel nhóm lại thành thể Iggo ở dưới lớp biểu bì da,A,"Theo DeCuong2025_SinhLyThanKinh.docx, + Hạch tai: thuộc dây thần kinh IX.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Hạch thần kinh cảm giác) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hệ thần kinh tự chủ, NGOẠI TRỪ:",Các sợi tiền hạch của hệ giao cảm và hệ phó giao cảm đều là sợi cholinergic,Các sợi hậu hạch của hệ phó giao cảm đều là sợi cholinergic,"Các sợi hậu hạch giao cảm từ tuyến mồ hôi, cơ dựng lông là sợi adrenergic",Phần lớn sợi hậu hạch của hệ giao cảm là sợi adrenergic,C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Sợi hậu hạch giao cảm đến chi phối cho tuyến mồ hôi, cơ dựng lông, một số mạch máu.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Các sợi hậu hạch giao cảm từ tuyến mồ hôi, cơ dựng lông là sợi adrenergic) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hệ thần kinh tự chủ, NGOẠI TRỪ:",Các sợi tiền hạch của hệ giao cảm và hệ phó giao cảm đều là sợi cholinergic,Acetylcholin khi được tiêm vào hạch sẽ kích thích noron hậu hạch của cả hệ giao cảm và phó giao cảm,Các sợi hậu hạch của hệ phó giao cảm đều là sợi cholinergic,Phần lớn sợi hậu hạch của hệ giao cảm là sợi cholinergic,D,"Theo DeCuong2025_SinhLyThanKinh.docx, + Sợi hậu hạch phó giao cảm.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Phần lớn sợi hậu hạch của hệ giao cảm là sợi cholinergic) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Loại sợi dẫn truyền cảm giác đau cấp:,A delta,A alpha,A beta,C,A,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, + Loại sợi Aδ có myelin: dẫn truyền nhanh cảm giác đau cấp.. Vì vậy đáp án A (A delta) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Hệ thần kinh giao cảm:,"Sợi tiền hạch ngắn, sợi hậu hạch dài",Trung tâm nằm rải rác trong tủy sống,"Hạch giao cảm gần tạng, xa trung tâm",Một sợi tiền hạch chỉ tạo synap với một sợi hậu hạch,A,"Theo DeCuong2025_SinhLyThanKinh.docx, Hệ giao cảm: Sợi tiền hạch ngắn, sợi hậu hạch dài; Hệ phó giao cảm: Sợi tiền hạch dài, sợi hậu hạch ngắn. Vì vậy đáp án A (Sợi tiền hạch ngắn, sợi hậu hạch dài) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm trong dẫn truyền cảm giác xúc giác, NGOẠI TRỪ:",Có 3 noron tham gia dẫn truyền từ hạch gai lên vỏ não,"Noron thứ 3 có thân ở đồi thị, sợi trục tận cùng ở thùy chẩm của vỏ não",Loại sợi Aβ dẫn truyền cảm giác xúc giác tinh tế,Loại sợi C dẫn truyền cảm giác xúc giác thô sơ,B,"Theo DeCuong2025_SinhLyThanKinh.docx, Nơron thứ ba: thân nằm ở đồi thị, sợi trục tận cùng ở thùy đỉnh của vỏ não.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Noron thứ 3 có thân ở đồi thị, sợi trục tận cùng ở thùy chẩm của vỏ não) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền trên sợi trục có myelin, NGOẠI TRỪ:",Tiêu hao nhiều năng lượng hơn so với sợi trục không có myelin,Tốc độ dẫn truyền nhanh hơn so với sợi trục không có myelin,Điện thế hoạt động lan truyền theo kiểu “nhảy cách” qua các eo Ranvier,Đường kính các sợi trục có myelin càng lớn thì tốc độ dẫn truyền càng nhanh,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Dẫn truyền trên sợi có myelin: điện thế hoạt động lan truyền theo kiểu ""nhảy cách"" qua các eo Ranvier. Do đó kiểu dẫn truyền này có tốc độ nhanh hơn dẫn truyền trên sợi không có myelin và tiết kiệm năng lượng cho nơron.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Tiêu hao nhiều năng lượng hơn so với sợi trục không có myelin) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
