subject,topic,question,A,B,C,D,answer,explanation
Sinh lý,Điều hòa bằng cơ chế thần kinh,Các sợi phó giao cảm có đặc điểm sau NGOẠI TRỪ:,"Các sợi phó giao cảm rời khỏi hệ thần kinh trung ương qua các dây thần kinh sọ III, VII, IX, X","Các sợi trong dây IX tới chi phối cho tuyến lệ, tuyến mũi, tuyến dưới hàm","Các sợi trong đầu III tới chi phối cho cơ co đồng tử, cơ thể mi","Các sợi trong dây X tới chi phối cho ruột non, dạ dày",B,"Theo book_17_SinhLyTKVanDong_raw.docx, Xuất phát: Hành não: dây VII; Nơi chi phối: Tuyến lệ, tuyến mũi, tuyền dưới hàm. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Các sợi trong dây IX tới chi phối cho tuyến lệ, tuyến mũi, tuyến dưới hàm) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Acetylcholin gắn vào Thụ thể ....... trên tế bào hậu hạch trong synap với sợi tiền hạch giao cảm và phó giao cảm. Điền vào chỗ trống:,Nicotinic 1,"Alpha, beta",Nicotinic 2,Muscarinic,A,"Theo DeCuong2025_SinhLyThanKinh.docx, + Thụ thể nicotinic (N): N, nằm trên tế bào hậu hạch trong synap với sợi tiền hạch giao cảm và phó giao cảm.. Vì vậy đáp án A (Nicotinic 1) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đặc điểm của màng trước synap:,Có chứa các thụ thể,Khoảng giữa 2 màng,Màng của đuôi gai hoặc thân noron tiếp theo hay màng của tế bào đáp ứng,"Màng các cúc tận cùng, trong màng có chứa các chất dẫn truyền thần kinh",D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Màng trước synap (presynaptic membrane): màng các cúc tận cùng. Trong màng trước synap có chất truyền đạt thần kinh.. Vì vậy đáp án D (Màng các cúc tận cùng, trong màng có chứa các chất dẫn truyền thần kinh) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Chặng dẫn truyền hướng tâm cảm giác xúc giác thô sơ từ ngoại biên về đồi thị có đặc điểm, NGOẠI TRỪ:",Sợi C tham gia dẫn truyền,Có 2 noron tham gia,Từ tủy sống chỉ đi theo bó gai thị trước đến tận cùng ở chất lưới thân não và phức hợp bụng nền ở đồi thị,"Vị trí bắt chéo tại nơron thứ 2, thân nằm sừng sau tủy sống, sợi trục bắt chéo sang bên đối diện",A,"Theo DeCuong2025_SinhLyThanKinh.docx, + Loại sợi C không có myelin: dẫn truyền chậm cảm giác xúc giác thô sơ như áp suất lên toàn thân, ngứa.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Sợi C tham gia dẫn truyền) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền xung động trên sợi trục, NGOẠI TRỪ:",Sự dẫn truyền xung động xảy ra trên từng sợi không lan tỏa sang các sợi khác,Xung động thần kinh chỉ được dẫn truyền trên noron còn nguyên vẹn dưới dạng điện thế hoạt động theo cả hai chiều,Tuân theo quy luật “tất cả hoặc không”,Tốc độ dẫn truyền tỷ lệ thuận với đường kính sợi trục,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Dây thần kinh ở ngoại biên cũng như các đường dẫn truyền trong hệ thần kinh trung ương không phải là một sợi trục mà là một bó gồm nhiều sợi trục có và không có myelin..... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Sự dẫn truyền xung động xảy ra trên từng sợi không lan tỏa sang các sợi khác) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Cấu trúc màng sau synap, NGOẠI TRỪ:",Cúc tận cùng,Màng tế bào cơ,Đuôi gai,Thân tế bào thần kinh,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Màng trước synap (presynaptic membrane): màng các cúc tận cùng. Trong màng trước synap có chất truyền đạt thần kinh.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Cúc tận cùng) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Xuất hiện nhiều sau chấn thương thần kinh là đặc điểm của tế bào thần kinh đệm nào:,Tế bào hình sao,Tế bào ít nhánh,Tế bào Schwann,Tế bào vi mô,D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Tế bào vi mô (microglial cell): xuất hiện nhiều sau chấn thương thần kinh, có chức năng tìm kiếm để loại bỏ các mảnh vỡ của tế bào thần kinh.. Vì vậy đáp án D (Tế bào vi mô) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sắp xếp theo thứ tự tốc độ dẫn truyền tăng dần trên các loại sợi trục:,C - B - A beta - A alpha,C - Ab - A delta - A alpha,A alpha - A beta - B - C,A alpha - B - A beta - C,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Loại sợi: C; Chức năng: Sợi truyền cảm giác đau ""chậm"", sợi hậu hạch giao cảm; Đường kính (um): 1 (không myelin); Tốc độ dẫn truyền (m/s): 0,5-2. Vì vậy đáp án A (C - B - A beta - A alpha) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Ảnh hưởng của pH kiềm lên tính hưng phấn của noron:,Tăng tính hưng phấn của noron có thể gây hôn mê,Tăng tính hưng phấn của noron có thể gây co giật,Giảm tính hưng phấn của noron có thể gây co giật,Giảm tính hưng phấn của noron có thể gây hôn mê,B,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Ảnh hưởng của pH: nhiễm kiềm làm tăng tính hưng phấn của nơron có thể gây co giật, động kinh; nhiễm toan làm giảm tính hưng phấn của nơron có thể gây hôn mê.. Vì vậy đáp án B (Tăng tính hưng phấn của noron có thể gây co giật) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Vị trí trên cơ thể tập trung ít receptor xúc giác nhất:,Đầu ngón tay,Đầu mũi,Mặt dưới ngón chân cái,Mặt trong cẳng chân,D,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Phân bố thụ thể xúc giác: nhiều ở đầu ngón tay, đầu lưỡi, môi, đầu mũi, mặt dưới ngón chân cái. Có ít ở phần trên đùi, mặt trước cẳng tay, mặt trong cẳng chân, cổ và phần da che xương.. Vì vậy đáp án D (Mặt trong cẳng chân) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Thí nghiệm của Pavlov, NGOẠI TRỪ:",(A): kích thích không điều kiện.,(B): phản xạ có điều kiện,(C): kích thích có điều kiện,(D): phản xạ có điều kiện,B,"Theo book_19_SinhLyTKCaoCap_raw.docx, (B): phản xạ không điều kiện.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B ((B): phản xạ có điều kiện) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền cảm giác xúc giác, NGOẠI TRỪ:",Loại sợi C không có myelin dẫn truyền chậm cảm giác xúc giác thô sơ,Loại sợi Aβ có myelin giúp xác định chính xác sự thay đổi của kích thích,Chặng thứ hai dẫn truyền từ tủy sống đến đồi thị,Bó gai thị sau dẫn truyền chậm cảm giác xúc giác thô sơ,D,"Theo DeCuong2025_SinhLyThanKinh.docx, Bó gai thị trước: sợi nhỏ, không có myelin, dẫn truyền chậm cảm giác xúc giác thô sơ. Đường dẫn truyền:. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Bó gai thị sau dẫn truyền chậm cảm giác xúc giác thô sơ) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hệ thần kinh tự chủ, NGOẠI TRỪ:",Các sợi tiền hạch của hệ giao cảm và phó giao cảm đều là sợi cholinergic,Acetylcholin khi được tiêm vào hạch sẽ kích thích noron hậu hạch của hệ giao cảm và phó giao cảm,Các sợi hậu hạch của hệ phó giao cảm đều là sợi adrenergic,Phần lớn sợi hậu hạch của hệ giao cảm là sợi adrenergic,C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Sợi hậu hạch phó giao cảm.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Các sợi hậu hạch của hệ phó giao cảm đều là sợi adrenergic) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của các receptor cảm giác đau, NGOẠI TRỪ:","Thụ thể đau vùng màng xương, các tạng thường không có đường dẫn truyền riêng mà phải mượn đường của receptor đau vùng da tương ứng",Phân bố lớp sâu của da và mô bên trong,Thụ thể đau: đầu tự do của dây thần kinh,Thụ thể đau không có tính thích nghi,B,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Phân bố thụ thể nhiệt: nằm ở lớp nông của da, tách xa nhau, mỗi thụ thể chi phối 1 vùng khoảng 1mm. Gây cảm giác nhiệt nhờ hiện tượng cộng kích thích. Thụ thể lạnh nhiều gấp 3-10 lần thụ thể nóng và nằm ở nông hơn..... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Phân bố lớp sâu của da và mô bên trong) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của các receptor nhiệt, NGOẠI TRỪ:",Mỗi receptor chi phối 1 vùng khoảng 1mm,Receptor nhiệt có nhiều ở môi kế tiếp là ngón tay và ít trên thân mình,Gây cảm giác nhiệt nhờ hiện tượng cộng kích thích,Receptor nóng nhiều gấp 3-10 lần receptor lạnh và nằm ở nông hơn,D,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Phân bố thụ thể nhiệt: nằm ở lớp nông của da, tách xa nhau, mỗi thụ thể chi phối 1 vùng khoảng 1mm. Gây cảm giác nhiệt nhờ hiện tượng cộng kích thích. Thụ thể lạnh nhiều gấp 3-10 lần thụ thể nóng và nằm ở nông hơn..... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Receptor nóng nhiều gấp 3-10 lần receptor lạnh và nằm ở nông hơn) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Chất làm tăng tính hưng phấn của noron do làm giảm ngưỡng kích thích:,Strychnine,Thuốc tê,Thuốc mê,Theobromin,D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Ảnh hưởng của thuốc: thuốc làm tăng tính hưng phấn do làm giảm ngưỡng kích thích như cafein, theophyllin, theobromin; thuốc làm tăng tính hưng phấn do ức chế các chất truyền đạt ức chế như strychnine.... Vì vậy đáp án D (Theobromin) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền cảm giác nhiệt, NGOẠI TRỪ:",Sợi trục tận cùng của noron thứ 3 ở thùy đỉnh,Loại sợi C không có myelin dẫn truyền nhanh cảm giác nóng,Chặng thứ hai dẫn truyền tủy sống lên thân não và đồi thị,Noron thứ 2 có thân ở sừng sau tủy sống,B,"Theo DeCuong2025_SinhLyThanKinh.docx, + Loại sợi C không có myelin: dẫn truyền chậm cảm giác nóng.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Loại sợi C không có myelin dẫn truyền nhanh cảm giác nóng) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hệ thần kinh phó giao cảm, NGOẠI TRỪ:",Trung tâm nằm liên tục,"Hạch phó giao cảm gần tạng, xa trung tâm","Sợi tiền hạch dài, sợi hậu hạch ngắn",Ảnh hưởng phó giao cảm thường khu trú,A,"Theo book_17_SinhLyTKVanDong_raw.docx, Hệ giao cảm: Trung tâm nằm liên tục trong tủy sống; Hệ phó giao cảm: Trung tâm nằm không liên tục nhau trên não và trong tủy sống. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Trung tâm nằm liên tục) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Thụ thể nằm trên tế bào đáp ứng trong synap với sợi hậu hạch hệ thần kinh phó giao cảm:,Muscarinic,Alpha và beta,Nicotinic 1,Nicotinic 2,A,"Theo DeCuong2025_SinhLyThanKinh.docx, + Thụ thể muscarinic (M): nằm trên tế bào đáp ứng trong synap với sợi hậu hạch phó giao cảm. Có các loại Mi, M2, M3.... Vì vậy đáp án A (Muscarinic) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hệ thống tế bào thần kinh đệm, NGOẠI TRỪ:",Chiếm thể tích lớn trong não bộ,"Là dạng tế bào đơn năng, không có khả năng biệt hóa thêm","Một số nhóm tế bào có chức năng điều chỉnh lượng máu lưu thông trong não, duy trì nồng độ kali ngoại bào","Một số nhóm tế bào có chức năng như đại thực bào, tìm kiếm để loại bỏ các mảnh vỡ của tế bào thần kinh sau chấn thương",B,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Các tế bào đệm chiếm thể tích lớn trong não bộ, có chức năng hỗ trợ hoạt động cho các tế bào thần kinh. Một số loại tế bào thần kinh đệm ở cấu trúc não người trưởng thành có các đặc tính của tế bào gốc dòng thần kinh.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Là dạng tế bào đơn năng, không có khả năng biệt hóa thêm) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Phân chia về mặt chức năng của hệ thần kinh thực vật, tủy thượng thận thuộc hệ thần kinh:",Hệ Adrenergic,Hệ Cholinergic,Hệ giao cảm,Hệ phó giao cảm,A,"Theo book_17_SinhLyTKVanDong_raw.docx, Có hai cách phân chia hệ thần kinh tự chủ: về mặt giải phẫu có thể chia thành giao câm (Σ) và phó giao cảm (pΣ=Σ’), về mặt chức năng có thể chia thành hệ cholinergic và hệ adrenergic.. Vì vậy đáp án A (Hệ Adrenergic) là phù hợp với nội dung bài."
